Source Row Number,PDF Name,URL,Control Axes Status,Our Axes Status,Axes Match,Control PDF/UA,Our PDF/UA,PDF/UA Match,Control WCAG,Our WCAG,WCAG Match,Final URL,Retrieval Category,Overall Result,Failure Summary,Control PDF/UA Notes,Our PDF/UA Notes,Control WCAG Notes,Our WCAG Notes,Adobe Acrobat Audit Status
13,Standard Price List Effective From 3 June 2024,https://www.business.hsbc.uk/-/media/library/business-uk/pdfs/standard-price-list-effective-from-3-june-2024.pdf,Complete,Complete,True,Fail,Fail,True,Fail,Fail,True,https://www.business.hsbc.uk/-/media/library/business-uk/pdfs/standard-price-list-effective-from-3-june-2024.pdf,DIRECT_FILE_OK,FAIL,"At least one heading present, Document title present, Adobe accessibility check, Colour contrast machine check, Reading order machine check","3 fonts not embedded
20,426 content items not tagged
1 structure tree warning
1 metadata field missing
",Document title metadata is missing. | Accessibility permission flag [PASS],"20,429 content items not properly tagged (1.3 Adaptable)
1 navigation failure — missing bookmarks or document title (2.4 Navigable)
1 compatibility warning — link or form field naming issue (4.1 Compatible)",Adobe flagged color contrast for manual review. This typically indicates text/background contrast may not meet accessibility expectations.,Complete
14,Business Banking Price List,https://www.business.hsbc.uk/-/media/library/business-uk/pdfs/business-banking-price-list.pdf,Complete,Complete,True,Pass,Pass,True,Fail,Fail,True,https://www.business.hsbc.uk/-/media/media/uk/PDFs/regulations/business-price-list.pdf?la=en-GB,DIRECT_FILE_OK,FAIL,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",The file meets all machine-verifiable PDF/UA requirements.,The file meets all machine-verifiable PDF/UA requirements.,37 colour contrast failures (1.4 Distinguishable),Adobe flagged color contrast for manual review. This typically indicates text/background contrast may not meet accessibility expectations.,Complete
15,Mandate Continuation Sheet For Additional Accounts,https://www.business.hsbc.uk/-/media/media/uk/pdfs/common/mandate-continuation-sheet-for-additional-accounts.pdf,Complete,Complete,True,Pass,Pass,True,Pass,Pass,True,https://www.business.hsbc.uk/-/media/media/uk/pdfs/common/mandate-continuation-sheet-for-additional-accounts.pdf,DIRECT_FILE_OK,FAIL,"Form fields have tooltips, Adobe accessibility check, Colour contrast machine check, Reading order machine check",The file meets all machine-verifiable PDF/UA requirements.,The file meets all machine-verifiable PDF/UA requirements.,The file meets all machine-verifiable WCAG requirements (Level A and AA).,The file meets all machine-verifiable WCAG requirements (Level A and AA).,Complete
16,Signatories Of A Corporate Partner Trustee Executor Administrator Signatory,https://www.business.hsbc.uk/-/media/media/uk/pdfs/common/signatories-of-a-corporate-partner-trustee-executor-administrator-signatory.pdf,Complete,Complete,True,Pass,Pass,True,Pass,Pass,True,https://www.business.hsbc.uk/-/media/media/uk/pdfs/common/signatories-of-a-corporate-partner-trustee-executor-administrator-signatory.pdf,DIRECT_FILE_OK,FAIL,"Form fields have tooltips, At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",The file meets all machine-verifiable PDF/UA requirements.,The file meets all machine-verifiable PDF/UA requirements.,The file meets all machine-verifiable WCAG requirements (Level A and AA).,The file meets all machine-verifiable WCAG requirements (Level A and AA).,Complete
17,Mandate Continuation Sheet For Specific Signing Rules,https://www.business.hsbc.uk/-/media/media/uk/pdfs/common/mandate-continuation-sheet-for-specific-signing-rules.pdf,Complete,Complete,True,Pass,Pass,True,Pass,Pass,True,https://www.business.hsbc.uk/-/media/media/uk/pdfs/common/mandate-continuation-sheet-for-specific-signing-rules.pdf,DIRECT_FILE_OK,FAIL,"Form fields have tooltips, Adobe accessibility check, Colour contrast machine check, Reading order machine check",The file meets all machine-verifiable PDF/UA requirements.,The file meets all machine-verifiable PDF/UA requirements.,The file meets all machine-verifiable WCAG requirements (Level A and AA).,The file meets all machine-verifiable WCAG requirements (Level A and AA).,Complete
18,Presentation Export Doc Cover,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/presentation-export-doc-cover.pdf,Blocked,Blocked,True,Fail,Fail,True,Fail,Fail,True,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/presentation-export-doc-cover.pdf,DIRECT_FILE_OK,FAIL,"Figure alt text present, Form fields have tooltips, At least one heading present, Lists use L tag, Document title present, Adobe accessibility check, Colour contrast machine check, Reading order machine check","Basic requirement for accessible PDFs not met!

The PDF does not contain an invisible structural layer in the form of tags and therefore does not meet the requirements for further accessibility testing.
You want us to create an accessible file from your PDF according to PDF/UA and WCAG? Then send your file to our axesService.","Basic requirement for accessible PDFs not met!

The PDF does not contain an invisible structural layer in the form of tags and therefore does not meet the requirements for further accessibility testing.",,Adobe flagged color contrast for manual review. This typically indicates text/background contrast may not meet accessibility expectations.,Complete
19,Hsbc Global Wallet Factsheet June 2024,https://www.business.hsbc.uk/-/media/media/uk/pdfs/products/hsbc-global-wallet-factsheet-june-2024.pdf?download=1,Blocked,Blocked,True,Fail,Fail,True,Fail,Fail,True,https://www.business.hsbc.uk/-/media/media/uk/pdfs/products/hsbc-global-wallet-factsheet-june-2024.pdf?download=1,DIRECT_FILE_OK,FAIL,"At least one heading present, Links use Link tag, Document title present, Tagged PDF present, Adobe accessibility check, Colour contrast machine check, Reading order machine check","Basic requirement for accessible PDFs not met!

The PDF does not contain an invisible structural layer in the form of tags and therefore does not meet the requirements for further accessibility testing.
You want us to create an accessible file from your PDF according to PDF/UA and WCAG? Then send your file to our axesService.","Basic requirement for accessible PDFs not met!

The PDF does not contain an invisible structural layer in the form of tags and therefore does not meet the requirements for further accessibility testing.",,Adobe flagged color contrast for manual review. This typically indicates text/background contrast may not meet accessibility expectations.,Complete
20,Mandate For Trustees Or For Executors And Administrators Of A Deceased Persons Estate,https://www.business.hsbc.uk/-/media/media/uk/pdfs/common/mandate-for-trustees-or-for-executors-and-administrators-of-a-deceased-persons-estate.pdf,Complete,Complete,True,Partial,Pass,False,Partial,Fail,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/common/mandate-for-trustees-or-for-executors-and-administrators-of-a-deceased-persons-estate.pdf,DIRECT_FILE_OK,FAIL,"Form fields have tooltips, At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check","Structure Tree, 24 errors",The file meets all machine-verifiable PDF/UA requirements.,"4.1 Compatible, 24 errors",Adobe flagged color contrast for manual review. This typically indicates text/background contrast may not meet accessibility expectations.,Complete
21,Go Greener Sme Reward,https://www.business.hsbc.uk/-/media/media/uk/pdfs/products/go-greener-sme-reward.pdf,Blocked,Blocked,True,Fail,,False,Fail,Fail,True,https://www.business.hsbc.uk/notfound-404,SOFT_404,FAIL,"Unexpected landing page, URL is expected file, URL resolves","Basic requirement for accessible PDFs not met!

The PDF does not contain an invisible structural layer in the form of tags and therefore does not meet the requirements for further accessibility testing.
You want us to create an accessible file from your PDF according to PDF/UA and WCAG? Then send your file to our axesService.",The source PDF could not be retrieved for accessibility testing.,,The source PDF resolved to a not-found or non-PDF destination.,Not Started
22,Faster Payments Factsheet For Commercial Banking,https://www.business.hsbc.uk/-/media/media/uk/pdfs/products/faster-payments-factsheet-for-commercial-banking.pdf,Complete,Complete,True,Fail,Pass,False,Fail,Pass,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/products/faster-payments-factsheet-for-commercial-banking.pdf,DIRECT_FILE_OK,FAIL,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check","10 content items not properly tagged
8 structure elements using incorrect tag types
8 alternative description warnings (alt text may be missing or questionable)",The file meets all machine-verifiable PDF/UA requirements.,"8 alt text warnings (1.1 Text Alternatives)
10 structure/tagging failures (1.3 Adaptable)
8 compatibility failures — links or form fields with incorrect names/roles (4.1 Compatible)",The file meets all machine-verifiable WCAG requirements (Level A and AA).,Complete
23,Global Funds Transfer,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/global-funds-transfer.pdf,Complete,Complete,True,Fail,Fail,True,Fail,Pass,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/global-funds-transfer.pdf,DIRECT_FILE_OK,FAIL,"At least one heading present, Document language present, Document title present, Adobe accessibility check, Colour contrast machine check, Reading order machine check","1 font not embedded
7 natural language failures (document or content language not set)
1 metadata field missing
2 document settings failures",PDF catalog is missing /Lang. | Document title metadata is missing.,"1 structure/tagging failure (1.3 Adaptable)
2 navigation failures — missing bookmarks or document title (2.4 Navigable)
7 language failures — document or content language not set (3.1 Readable)",The file meets all machine-verifiable WCAG requirements (Level A and AA).,Not Started
24,Privacy Notice For Uk Customers,https://www.business.hsbc.uk/-/media/library/business-uk/pdfs/privacy-notice-for-uk-customers.pdf,Complete,Complete,True,Pass,Pass,True,Fail,Pass,False,https://www.business.hsbc.uk/-/media/library/business-uk/pdfs/privacy-notice-for-uk-customers.pdf,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"Adobe accessibility check, Colour contrast machine check, Reading order machine check",The file meets all machine-verifiable PDF/UA requirements.,The file meets all machine-verifiable PDF/UA requirements.,134 colour contrast failures (1.4 Distinguishable),The file meets all machine-verifiable WCAG requirements (Level A and AA).,Complete
25,Business Plan Template.Docx,https://www.business.hsbc.uk/-/media/media/uk/pdfs/business-plan-template.docx,Complete,Blocked,False,Fail,,False,Fail,Fail,True,https://www.business.hsbc.uk/-/media/media/uk/pdfs/business-plan-template.docx,REVIEW_REQUIRED,NEEDS_MANUAL_REVIEW,"Unexpected landing page, URL is expected file","46 structure elements using incorrect tag types
38 structure tree warnings
3 metadata failures
1 document settings failure",The source PDF could not be retrieved for accessibility testing.,"43 structure/tagging failures (1.3 Adaptable)
3 navigation failures (2.4 Navigable)
56 language failures (3.1 Readable)
1 compatibility failure + 38 warnings (4.1 Compatible)",The source PDF resolved to a not-found or non-PDF destination.,Not Started
26,Third Party Mandate Business,https://www.business.hsbc.uk/-/media/media/uk/pdfs/common/third-party-mandate-business.pdf,Complete,Complete,True,Pass,Pass,True,Pass,Fail,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/common/third-party-mandate-business.pdf,DIRECT_FILE_OK,FAIL,"Form fields have tooltips, At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",The file meets all machine-verifiable PDF/UA requirements.,The file meets all machine-verifiable PDF/UA requirements.,The file meets all machine-verifiable WCAG requirements (Level A and AA).,Adobe flagged color contrast for manual review. This typically indicates text/background contrast may not meet accessibility expectations.,Complete
27,Hsbc Corporate Card Factsheet,https://www.business.hsbc.uk/-/media/media/uk/pdfs/products/hsbc-corporate-card-factsheet.pdf,Complete,Complete,True,Pass,Pass,True,Pass,Pass,True,https://www.business.hsbc.uk/-/media/media/uk/pdfs/products/hsbc-corporate-card-factsheet.pdf,DIRECT_FILE_OK,FAIL,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",The file meets all machine-verifiable PDF/UA requirements.,The file meets all machine-verifiable PDF/UA requirements.,The file meets all machine-verifiable WCAG requirements (Level A and AA).,The file meets all machine-verifiable WCAG requirements (Level A and AA).,Complete
28,Client Account Additional Conditions,https://www.business.hsbc.uk/-/media/media/uk/pdfs/regulations/client-account-additional-conditions.pdf,Complete,Complete,True,Pass,Pass,True,Fail,Fail,True,https://www.business.hsbc.uk/-/media/media/uk/pdfs/regulations/client-account-additional-conditions.pdf,DIRECT_FILE_OK,FAIL,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",The file meets all machine-verifiable PDF/UA requirements.,The file meets all machine-verifiable PDF/UA requirements.,36 colour contrast failures (1.4 Distinguishable),Adobe flagged color contrast for manual review. This typically indicates text/background contrast may not meet accessibility expectations.,Complete
29,Hsbc Uk Forward Planning 2025,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/hsbc-uk-forward-planning-2025.pdf,Blocked,Blocked,True,Fail,,False,Fail,Fail,True,https://www.business.hsbc.uk/notfound-404,SOFT_404,FAIL,"Unexpected landing page, URL is expected file, URL resolves","Basic requirement for accessible PDFs not met!

The PDF does not contain an invisible structural layer in the form of tags and therefore does not meet the requirements for further accessibility testing.
You want us to create an accessible file from your PDF according to PDF/UA and WCAG? Then send your file to our axesService.",The source PDF could not be retrieved for accessibility testing.,,The source PDF resolved to a not-found or non-PDF destination.,Not Started
30,Business Loan Direct Debit Mandate,https://www.business.hsbc.uk/-/media/library/business-uk/pdfs/business-loan-direct-debit-mandate.pdf,Blocked,Blocked,True,Fail,Fail,True,Fail,Fail,True,https://www.business.hsbc.uk/-/media/library/business-uk/pdfs/business-loan-direct-debit-mandate.pdf,DIRECT_FILE_OK,FAIL,"At least one heading present, Document title present, Tagged PDF present, Adobe accessibility check, Colour contrast machine check, Reading order machine check","Basic requirement for accessible PDFs not met!

The PDF does not contain an invisible structural layer in the form of tags and therefore does not meet the requirements for further accessibility testing.
You want us to create an accessible file from your PDF according to PDF/UA and WCAG? Then send your file to our axesService.","Basic requirement for accessible PDFs not met!

The PDF does not contain an invisible structural layer in the form of tags and therefore does not meet the requirements for further accessibility testing.",,Adobe flagged color contrast for manual review. This typically indicates text/background contrast may not meet accessibility expectations.,Complete
31,Business Internet Banking Additional Conditions,https://www.business.hsbc.uk/-/media/media/uk/pdfs/regulations/business-internet-banking-additional-conditions.pdf,Complete,Complete,True,Pass,Pass,True,Fail,Fail,True,https://www.business.hsbc.uk/-/media/media/uk/pdfs/regulations/business-internet-banking-additional-conditions.pdf,DIRECT_FILE_OK,FAIL,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",The file meets all machine-verifiable PDF/UA requirements.,The file meets all machine-verifiable PDF/UA requirements.,5 colour contrast failures (1.4 Distinguishable),Adobe flagged color contrast for manual review. This typically indicates text/background contrast may not meet accessibility expectations.,Complete
32,Hsbc Uk Womens Business Growth Initiative Report,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/hsbc-uk-womens-business-growth-initiative-report.pdf,Blocked,Blocked,True,Fail,Fail,True,Fail,Pass,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/hsbc-uk-womens-business-growth-initiative-report.pdf,DIRECT_FILE_OK,FAIL,"At least one heading present, Links use Link tag, Document title present, Bookmarks present when required, Tagged PDF present, TOC present for general documents, Adobe accessibility check, Colour contrast machine check, Reading order machine check","Basic requirement for accessible PDFs not met!

The PDF does not contain an invisible structural layer in the form of tags and therefore does not meet the requirements for further accessibility testing.
You want us to create an accessible file from your PDF according to PDF/UA and WCAG? Then send your file to our axesService.","Basic requirement for accessible PDFs not met!

The PDF does not contain an invisible structural layer in the form of tags and therefore does not meet the requirements for further accessibility testing.",,The file meets all machine-verifiable WCAG requirements (Level A and AA).,Not Started
33,Hsbc Financing For Growth Report,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/hsbc-financing-for-growth-report.pdf,In Progress,Blocked,False,,Fail,False,,Fail,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/hsbc-financing-for-growth-report.pdf,DIRECT_FILE_OK,FAIL,"At least one heading present, Links use Link tag, Document title present, Bookmarks present when required, Tagged PDF present, TOC present for general documents, Adobe accessibility check, Colour contrast machine check, Reading order machine check",File size too large,"Basic requirement for accessible PDFs not met!

The PDF does not contain an invisible structural layer in the form of tags and therefore does not meet the requirements for further accessibility testing.",File size too large,Adobe flagged color contrast for manual review. This typically indicates text/background contrast may not meet accessibility expectations.,Complete
34,Business Debit Card Factsheet 2,https://www.business.hsbc.uk/-/media/media/uk/pdfs/products/business-debit-card-factsheet-2.pdf,Complete,Complete,True,Pass,Pass,True,Pass,Pass,True,https://www.business.hsbc.uk/-/media/media/uk/pdfs/products/business-debit-card-factsheet-2.pdf,DIRECT_FILE_OK,FAIL,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",The file meets all machine-verifiable PDF/UA requirements.,The file meets all machine-verifiable PDF/UA requirements.,The file meets all machine-verifiable WCAG requirements (Level A and AA).,The file meets all machine-verifiable WCAG requirements (Level A and AA).,Complete
35,Guarantee And Standby Letters Of Credit Wording,https://www.business.hsbc.uk/-/media/media/uk/pdfs/products/guarantee-and-standby-letters-of-credit-wording.pdf,Blocked,Blocked,True,Fail,Fail,True,Fail,Pass,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/products/guarantee-and-standby-letters-of-credit-wording.pdf,DIRECT_FILE_OK,FAIL,"At least one heading present, Document language present, Document title present, Bookmarks present when required, Tagged PDF present, TOC present for general documents, Adobe accessibility check, Colour contrast machine check, Reading order machine check","Basic requirement for accessible PDFs not met!

The PDF does not contain an invisible structural layer in the form of tags and therefore does not meet the requirements for further accessibility testing.
You want us to create an accessible file from your PDF according to PDF/UA and WCAG? Then send your file to our axesService.","Basic requirement for accessible PDFs not met!

The PDF does not contain an invisible structural layer in the form of tags and therefore does not meet the requirements for further accessibility testing.",,The file meets all machine-verifiable WCAG requirements (Level A and AA).,Not Started
36,Country Groupings,https://www.business.hsbc.uk/-/media/media/uk/pdfs/generic/gib-rf-iif/country-groupings.pdf,Complete,Complete,True,Partial,Pass,False,Partial,Fail,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/generic/gib-rf-iif/country-groupings.pdf,DIRECT_FILE_OK,FAIL,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check","255 structure tree warnings
",The file meets all machine-verifiable PDF/UA requirements.,255 compatibility warnings (4.1 Compatible),Adobe flagged color contrast for manual review. This typically indicates text/background contrast may not meet accessibility expectations.,Complete
37,Business Banking Price List,https://www.business.hsbc.uk/-/media/library/business-uk/pdfs/business-banking-price-list.pdf,Complete,Complete,True,Pass,Pass,True,Fail,Fail,True,https://www.business.hsbc.uk/-/media/media/uk/PDFs/regulations/business-price-list.pdf?la=en-GB,DIRECT_FILE_OK,FAIL,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",The file meets all machine-verifiable PDF/UA requirements.,The file meets all machine-verifiable PDF/UA requirements.,37 colour contrast failures (1.4 Distinguishable),Adobe flagged color contrast for manual review. This typically indicates text/background contrast may not meet accessibility expectations.,Complete
38,Business Deposit Account Additional Conditions,https://www.business.hsbc.uk/-/media/library/business-uk/pdfs/business-deposit-account-additional-conditions.pdf,Complete,Complete,True,Pass,Pass,True,Pass,Pass,True,https://www.business.hsbc.uk/-/media/library/business-uk/pdfs/business-deposit-account-additional-conditions.pdf,DIRECT_FILE_OK,FAIL,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",The file meets all machine-verifiable PDF/UA requirements.,The file meets all machine-verifiable PDF/UA requirements.,The file meets all machine-verifiable WCAG requirements (Level A and AA).,The file meets all machine-verifiable WCAG requirements (Level A and AA).,Not Started
39,Sepa Key Facts,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/sepa-key-facts.pdf,Complete,Complete,True,Pass,Pass,True,Pass,Pass,True,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/sepa-key-facts.pdf,DIRECT_FILE_OK,FAIL,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",The file meets all machine-verifiable PDF/UA requirements.,The file meets all machine-verifiable PDF/UA requirements.,The file meets all machine-verifiable WCAG requirements (Level A and AA).,The file meets all machine-verifiable WCAG requirements (Level A and AA).,Not Started
40,Hsb Bacs Factsheet,https://www.business.hsbc.uk/-/media/media/uk/pdfs/products/hsb-bacs-factsheet.pdf,Complete,Complete,True,Pass,Pass,True,Pass,Pass,True,https://www.business.hsbc.uk/-/media/media/uk/pdfs/products/hsb-bacs-factsheet.pdf,DIRECT_FILE_OK,FAIL,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",The file meets all machine-verifiable PDF/UA requirements.,The file meets all machine-verifiable PDF/UA requirements.,The file meets all machine-verifiable WCAG requirements (Level A and AA).,The file meets all machine-verifiable WCAG requirements (Level A and AA).,Not Started
41,Commercial Card Agreement Terms,https://www.business.hsbc.uk/-/media/library/business-uk/pdfs/commercial-card-agreement-terms.pdf,Complete,Complete,True,Pass,Pass,True,Fail,Fail,True,https://www.business.hsbc.uk/-/media/library/business-uk/pdfs/commercial-card-agreement-terms.pdf,DIRECT_FILE_OK,FAIL,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",The file meets all machine-verifiable PDF/UA requirements.,The file meets all machine-verifiable PDF/UA requirements.,3 colour contrast failures (1.4 Distinguishable),Adobe flagged color contrast for manual review. This typically indicates text/background contrast may not meet accessibility expectations.,Complete
